species_key,observations_total,scientific_name,common_name,observations_after_assessment_year
5218465,3211548,Pipistrellus pipistrellus,Common Pipistrelle,977902
5220126,2268740,Capreolus capreolus,European Roe Deer,1381758
5219243,1716239,Vulpes vulpes,Red Fox,974464
5219858,1482227,Ondatra zibethicus,Muskrat,514098
7705930,1101615,Sus scrofa,Wild Boar,410550
2434814,1096725,Mirounga leonina,Southern Elephant Seal,7234
7952072,1035853,Lepus europaeus,European Hare,457434
8211070,903731,Sciurus vulgaris,Eurasian Red Squirrel,151246
5219616,853588,Erinaceus europaeus,Hedgehog,206893
2436940,717288,Oryctolagus cuniculus,European Rabbit,290802
2440958,593549,Cervus elaphus,Red Deer,370594
5219681,587604,Sciurus carolinensis,Eastern Gray Squirrel,379025
5220086,502591,Megaptera novaeangliae,Humpback Whale,243240
2440149,502071,Wallabia bicolor,Swamp Wallaby,126322
2433875,457594,Meles meles,European Badger,
5707150,424658,Pipistrellus pygmaeus,Soprano Pipistrelle,100053
2441022,421611,Bos taurus,Cow,
2434784,386499,Leptonychotes weddellii,Weddell Seal,18037
7872906,373984,Talpa europaea,European Mole,54023
2434806,363154,Halichoerus grypus,Grey Seal,65503
2440012,357445,Phascolarctos cinereus,Koala,220571
2434793,323427,Phoca vitulina,Harbor Seal,112121
5220170,320790,Rupicapra rupicapra,Chamois,29767
5218522,315383,Nyctalus leisleri,Lesser Noctule,252126
5218524,310831,Nyctalus noctula,Noctule Bat,238834
4409131,306936,Castor fiber,Eurasian Beaver,193147
2440669,306393,Phocoena phocoena,Harbor Porpoise,58477
2440965,290772,Odocoileus virginianus,White-tailed Deer,266776
2433753,288057,Lutra lutra,European Otter,50852
2440718,285571,Balaenoptera physalus,Fin Whale,104379
2440254,282868,Trichosurus vulpecula,Common Brushtail Possum,156084
2432439,273431,Myotis daubentonii,Daubenton's Bat,62648
2440728,262262,Balaenoptera acutorostrata,Minke Whale,7281
2433472,238466,Arctocephalus gazella,Antarctic Fur Seal,32764
2439261,219624,Rattus norvegicus,Brown Rat,153374
5219981,218584,Macropus giganteus,Eastern Grey Kangaroo,133988
5220136,197855,Dama dama,Fallow Deer,184851
2432359,184637,Eptesicus serotinus,Serotine Bat,
5219173,182273,Canis lupus,Gray Wolf,75541
2435035,175275,Felis catus,Cat,
2440447,172204,Tursiops truncatus,Common Bottlenose Dolphin,27152
5218887,161809,Martes foina,Beech Marten,68759
4264680,161243,Myocastor coypus,Coypu,96819
5218786,159603,Procyon lotor,Raccoon,146481
2441110,154965,Ovis aries,Domestic Sheep,
2434762,153025,Lobodon carcinophaga,Crabeater Seal,141
5218471,149235,Pipistrellus nathusii,Nathusius's Bat,106509
2441055,148055,Capra ibex,Alpine Ibex,3278
2440062,143307,Pseudocheirus peregrinus,Common Ringtail Possum,96834
7429082,142450,Mus musculus,House Mouse,66266
5219460,140133,Macrotis lagotis,Bilby,111635
2440940,136686,Alces alces,Moose,92814
2437760,131991,Apodemus sylvaticus,Wood Mouse,55704
2440946,131467,Muntiacus reevesi,Chinese Muntjac,34733
8324617,129164,Delphinus delphis,Short-beaked Common Dolphin,10867
2439233,125651,Rattus fuscipes,Allied Rat,
2440301,124488,Vombatus ursinus,Common Wombat,3600
2432582,123865,Barbastella barbastellus,Western Barbastelle,59225
7261816,123786,Eptesicus nilssonii,Northern Bat,
2440974,123036,Odocoileus hemionus,Mule Deer,116794
8123917,121882,Physeter macrocephalus,Sperm Whale,36
5218878,119289,Martes martes,European Pine Marten,
2433484,116915,Neophoca cinerea,Australian Sea Lion,30480
5218507,116881,Plecotus auritus,Common Long-eared Bat,7814
5220154,114528,Gazella gazella,Arabian Gazelle,
2436886,112703,Sylvilagus floridanus,Eastern Cottontail,
2432389,110064,Myotis nattereri,Natterer's Bat,3031
5219683,109184,Sciurus niger,Fox Squirrel,104147
2437377,107871,Marmota marmota,Alpine Marmot,8498
5219019,107187,Mustela erminea,Stoat,47013
4265185,107159,Arvicola amphibius,European Water Vole,2986
2433378,105916,Tachyglossus aculeatus,Short-beaked Echidna,67528
5706764,105732,Myodes glareolus,Bank Vole,
5218911,100172,Mustela putorius,European Polecat,27228
9754263,99333,Myotis mystacinus,"Whiskered Bat, European Whiskered Bat",31415
5218655,99234,Pteropus poliocephalus,Gray-headed Flying Fox,10307
2441054,97409,Capra pyrenaica,"Iberian Wild Goat, Spanish Ibex, Pyrenean Ibex",1775
2432655,95543,Rhinolophus ferrumequinum,Greater Horseshoe Bat,21725
9589697,94913,Notamacropus rufogriseus,Brush Kangaroo,41251
2437258,93529,Pteromys volans,Ardilla Voladora De Siberia,
2436756,92798,Lepus timidus,Mountain Hare,30030
5219965,92671,Macropus fuliginosus,Western Grey Kangaroo,70227
2439270,91471,Rattus rattus,Black Rat,57570
2439658,91301,Muscardinus avellanarius,Hazel Dormouse,30158
5219840,88319,Lemmus lemmus,Norway Lemming,74461
2439838,86150,Castor canadensis,American Beaver,82242
2441056,85961,Capra hircus,Domestic Goat,
5219153,85471,Canis latrans,Coyote,71462
2435240,85303,Lynx lynx,Eurasian Lynx,37905
2440886,84242,Equus caballus,Horse,
2435246,82165,Lynx rufus,Bobcat,64542
2432416,79936,Myotis myotis,Greater Mouse-eared Bat,22757
2440152,78177,Onychogalea fraenata,Bridled Nail-tail Wallaby,76439
5219963,77891,Macropus rufus,Red Kangaroo,
5218987,75566,Mustela nivalis,Least Weasel,28252
5218823,73083,Mustela vison,Mink,
2437438,70443,Tamias striatus,Eastern Chipmunk,
2432614,68969,Rhinolophus hipposideros,Lesser Horseshoe Bat,14346
2432470,68277,Myotis emarginatus,Geoffroy's Bat,28045
2437282,68042,Tamiasciurus hudsonicus,American Red Squirrel,61675
5219219,64852,Canis aureus,Golden Jackal,32654
5220190,62249,Lama glama,Guanaco,
5219970,62031,Macropus robustus,Eastern Wallaroo,
7964291,60989,Felis silvestris,Wildcat,7177
2437576,60946,Dasyprocta punctata,Central American Agouti,53729
5220114,57018,Rangifer tarandus,Reindeer,19166
2434340,54651,Lycalopex culpaeus,Culpeo,54160
2440931,54253,Hydropotes inermis,Chinese Water Deer,17168
7261386,52737,Rusa unicolor,Sambar,37972
7261861,52392,Hypsugo savii,Savi's Pipistrelle,
2440403,52337,Mesoplodon densirostris,Blainville's Beaked Whale,50
5220171,50589,Rupicapra pyrenaica,Pyrenean Chamoios,1023
2434552,49301,Nyctereutes procyonoides,Raccoon Dog,14189
5219362,47816,Genetta genetta,Common Genet,13592
2439923,47804,Didelphis virginiana,Virginia Opossum,45266
2435304,47125,Isoodon macrourus,Northern Brown Bandicoot,16293
8316400,47006,Sorex araneus,Common Shrew,15930
5219457,46836,Perameles nasuta,Long-nosed Bandicoot,25439
2433407,45735,Ursus americanus,Black Bear,39775
2435654,44879,Crocidura russula,Greater White-toothed Shrew,16026
2438616,44394,Microtus agrestis,Field Vole,913
2433433,43916,Ursus arctos,Brown Bear,19356
7571319,42961,Sorex minutus,Eurasian Pygmy Shrew,9117
4266261,42233,Vespadelus vulturnus,Little Bat,5993
5219073,42091,Gulo gulo,Wolverine,16737
5739437,41505,Plecotus austriacus,Grey Long-eared Bat,206
2440068,41477,Petauroides volans,Greater Glider,3893
8080937,41259,Otospermophilus beecheyi,California Ground Squirrel,38833
2438606,41081,Microtus arvalis,Common Vole,1376
2432427,40535,Myotis bechsteinii,Bechstein's Bat,14763
5220027,40526,Grampus griseus,Risso's Dolphin,9632
2433474,40303,Arctocephalus forsteri,"South American Fur Seal, Southern Fur Seal, New Zealand Fur Seal, Australasian Fur Seal",9650
2440043,40081,Petaurus breviceps,Sugar Glider,16360
5220055,39015,Stenella coeruleoalba,Blue-white Dolphin,3014
2432284,38185,Chalinolobus gouldii,Gould's Wattled Bat,10375
2437756,38034,Apodemus flavicollis,Yellow-necked Mouse,13503
2435296,37604,Trichechus manatus,West Indian Manatee,2299
5218464,37007,Pipistrellus kuhlii,Kuhl's Pipistrelle,17244
5219989,36723,Macropus eugenii,Tammar Wallaby,
2433467,36061,Phocarctos hookeri,New Zealand Sea Lion,4141
2437368,35941,Marmota monax,Groundhog,33478
2440483,35939,Orcinus orca,Orca,21353
2436736,35560,Lepus capensis,Cape Hare,12642
2435451,35346,Sarcophilus harrisii,Tasmanian Devil,12996
2433458,34919,Zalophus californianus,California Sea Lion,24804
2440995,34514,Pecari tajacu,Collared Peccary,28030
5219975,32447,Macropus agilis,Agile Wallaby,
2440704,32270,Eschrichtius robustus,Gray Whale,6489
2436910,31869,Sylvilagus audubonii,Desert Cottontail,27188
2435370,31315,Antechinus stuartii,Brown Antechinus,13474
5220045,30631,Stenella frontalis,"Atlantic Spotted Dolphin, Tuyiin",3553
5220149,30467,Gazella dorcas,Dorcas Gazelle,18649
5219833,30010,Micromys minutus,Harvest Mouse,12336
5219980,29853,Macropus dorsalis,Black-striped Wallaby,
2435369,29837,Antechinus agilis,Agile Antechinus,15114
2434982,29792,Leopardus pardalis,Ocelot,25594
5219380,29241,Mephitis mephitis,Striped Skunk,27763
9729967,29123,Dugong dugon,Dugong,5312
2433009,29046,Tadarida teniotis,European Free-tailed Bat,11143
2440050,28719,Petaurus australis,Yellow-bellied Glider,248
4263039,28354,Cuniculus paca,Lowland Paca,22473
2434566,28107,Urocyon cinereoargenteus,Gray Fox,24727
2440735,27658,Balaenoptera musculus,Blue Whale,5424
2440596,26253,Globicephala melas,Long-finned Pilot Whale,2198
2439920,26071,Didelphis marsupialis,Common Opossum,23675
9796816,23429,Miniopterus schreibersii,Schreibers' Bat,280
2440332,23316,Eubalaena australis,Southern Right Whale,7159
2440023,23153,Bettongia lesueur,Boodie,1560
2433475,23081,Arctocephalus pusillus,Brown Fur Seal,6210
2439683,23020,Eliomys quercinus,Garden Doormouse,1940
2440026,23014,Bettongia penicillata,Brush-tailed Bettong,4914
2433376,22980,Ornithorhynchus anatinus,Platypus,11659
2440255,22817,Trichosurus cunninghami,Mountain Brush-tailed Possum,14776
2440779,22221,Dasypus novemcinctus,Nine-banded Armadillo,20408
5706486,22207,Glis glis,Edible Doormouse,9519
5786666,22188,Hydrochoerus hydrochaeris,Capybara,16560
2432430,21562,Myotis capaccinii,Long-fingered Bat,911
2435350,21561,Loxodonta africana,African Elephant,9709
2436436,21168,Homo sapiens,Human,
2433727,20964,Lontra canadensis,North American River Otter,14588
2432295,20893,Chalinolobus morio,Chocolate Bat,3373
2440892,20736,Equus quagga,Plains Zebra,13101
2441119,20689,Ovis canadensis,Bighorn Sheep,14024
2437450,20608,Tamias sibiricus,Siberian Chipmunks,
2440019,19975,Potorous tridactylus,Long-nosed Potoroo,13098
6066824,19963,Erethizon dorsatus,North American Porcupine,
2432564,19915,Vespertilio murinus,Parti-coloured Bat,9843
2432519,19888,Nyctophilus geoffroyi,Lesser Long-eared Bat,3215
2433531,19836,Nasua narica,White-nosed Coati,17210
2436179,19709,Mogera wogura,Japanese Mole,5133
2435366,19568,Antechinus flavipes,Yellow-footed Antechinus,9786
10774765,19472,Austronomus australis,White-striped Free-tailed Bat,4800
5218525,19348,Nyctalus lasiopterus,Giant Noctule,7390
2440709,18974,Balaenoptera borealis,Sei Whale,2050
2435311,18787,Isoodon obesulus,Brown Bandicoot,8428
5218686,18756,Pteropus alecto,Black Flying Fox,10103
2432621,18668,Rhinolophus euryale,Mediterranean Horseshoe Bat,3528
2436794,18330,Lepus americanus,Snowshoe Hare,10803
2435099,18169,Puma concolor,Puma,15025
5219369,18132,Pusa hispida,Ringed Seal,6035
2434584,18090,Cerdocyon thous,Crab Eating Fox,15685
2441212,17921,Phacochoerus africanus,Common Warthog,9903
2435361,17808,Dasyurus maculatus,Tiger Quoll,5308
7572569,17754,Otospermophilus variegatus,Rock Squirrel,15971
5218774,17752,Otaria byronia,Le 6 N Marino De Sudamérica,13367
2441144,17418,Aepyceros melampus,Impala,11263
2437581,17405,Dasyprocta fuliginosa,Black Agouti,14294
2435767,17257,Neomys fodiens,Eurasian Water Shrew,3984
2441176,17246,Bison bison,American Bison,14131
5219884,17147,Hystrix indica,Indian Crested Porcupine,10396
2441049,16974,Capra nubiana,Middle Eastern Ibex,5801
2440902,16752,Antilocapra americana,Pronghorn,14530
5220060,16579,Stenella longirostris,Spinner Dolphin,4522
2440993,16571,Tayassu pecari,White-lipped Peccary,14
2438492,16437,Arvicola sapidus,"Southwestern Water Vole, Southern Water Vole",201
5219303,16372,Vulpes lagopus,Arctic Fox,7740
2436801,16285,Lepus californicus,Black-tailed Jackrabbit,
2434255,16231,Herpestes ichneumon,Egyptian Mongoose,8389
2441034,16084,Syncerus caffer,African Buffalo,7142
7593288,16022,Callospermophilus lateralis,Golden-mantled Ground Squirrel,13869
2436615,15912,Macaca cyclopis,Formosan Rock Macaque,4239
4266263,15898,Vespadelus darlingtoni,Large Forest Bat,2808
2434791,15231,Phoca largha,Spotted Seal,3018
2437761,15187,Apodemus agrarius,Striped Field Mouse,5311
2436603,15151,Macaca fascicularis,Crab Eating Macaque,3356
2433670,15067,Enhydra lutris,Sea Otter,7753
2440605,14993,Globicephala macrorhynchus,Short-finned Pilot Whale,3037
2434813,14969,Mirounga angustirostris,Northern Elephant Seal,10228
7422937,14765,Bubalus bubalis,Water Buffalo (Feral),
11371810,14551,Miniopterus orianae,Australian Bent-winged Bat,
2440954,14446,Cervus nippon,Sika Deer,8574
2440251,14430,Trichosurus caninus,Northern Bobuck,6666
2439240,14260,Rattus lutreolus,Australian Swamp Rat,
2440911,13925,Pudu puda,Southern Pudu,13790
2432517,13879,Nyctophilus gouldi,Gould's Long-eared Bat,1125
7261875,13834,Myotis brandtii,Brandts Myotis,2148
5219404,13814,Panthera leo,African Lion,110
5220182,13751,Tragelaphus scriptus,Bushbuck,8417
5219598,13685,Procavia capensis,Cape Hyrax,9393
5219672,13495,Sciurus griseus,Ardilla Gris Occidental,12636
2436790,13285,Lepus granatensis,Granada Hare,524
2440898,13230,Tapirus terrestris,Brazilian Tapir,4237
2434816,13139,Erignathus barbatus,Bearded Seal,152
5220127,13096,Capreolus pygargus,Siberian Roe,5308
2437369,13018,Marmota flaviventris,Yellow-bellied Marmot,
2432414,12855,Myotis blythii,Lesser Mouse-eared Bat,2398
2440161,12760,Thylogale thetis,Red-necked Pademelon,2676
2441105,12455,Connochaetes taurinus,Blue Wildebeest,8284
5220123,12445,Mazama americana,Red Brocket,6399
2435358,12180,Dasyurus hallucatus,Northern Quoll,3880
2433176,11907,Carollia perspicillata,Seba's Short-tailed Bat,7672
2436649,11821,Alouatta palliata,Mantled Howler,9976
2433401,11749,Tremarctos ornatus,Spectacled Bear,5012
5707216,11712,Chaerephon pumilus,Little Free-tailed Bat,
4266267,11644,Vespadelus regulus,King River Little Bat,1857
7262034,11576,Chlorocebus pygerythrus,Vervet Monkey,1668
2441247,11557,Hippopotamus amphibius,"Common Hippopotamus, Hippopotamus, Large Hippo",8136
2440330,11498,Balaena mysticetus,Bowhead Whale,241
5220183,11370,Tragelaphus strepsiceros,Greater Kudu,7394
5219666,11236,Sciurus granatensis,Ardilla De Cola Roja,9994
5220160,11186,Kobus ellipsiprymnus,Waterbuck,7094
2437281,11166,Tamiasciurus douglasii,Douglas Squirrel,10425
5220073,10971,Lagenorhynchus acutus,Adantic White-sided Dolphin,1170
5220050,10893,Stenella attenuata,Pantropical Spotted Dolphin,1531
5220081,10874,Lagenorhynchus albirostris,White-beaked Dolphin,1335
2435862,10812,Blarina brevicauda,Northern Short-tailed Shrew,10021
2433868,10810,Meles leucurus,Asian Badger,2899
2437232,10804,Cynomys ludovicianus,Black-tailed Prairie Dog,9645
2437394,10802,Callosciurus erythraeus,Pallas's Squirrel,7776
2440714,10774,Balaenoptera edeni,Eden's Whale,1678
2437375,10734,Marmota bobak,Bobak Marmot,9860
2436090,10527,Sorex coronatus,French Shrew,86
2440369,10515,Ziphius cavirostris,Cuvier's Beaked Whale,574
7262029,10428,Papio ursinus,Chacma Baboon,6180
7440669,10276,Mormopterus francoismoutoui,Reunion Little Mastiff Bat,5666
2434333,10239,Lycalopex gymnocercus,Pampas Fox,9466
2434271,10045,Herpestes javanicus,Small Asian Mongoose,
2440049,9993,Petaurus norfolcensis,Squirrel Glider,4567
2432508,9909,Miniopterus australis,Little Bent-winged Bat,2236
2438706,9822,Hydromys chrysogaster,Australian Water Rat,5390
2441108,9808,Ovibos moschatus,Muskox,3730
2440891,9760,Equus asinus,Donkey,
2436353,9544,Bradypus variegatus,Brown-throated Three-toed Sloth,4307
2440122,9526,Petrogale xanthopus,Gelbful 3 - Felskanguru,2145
8959277,9482,Giraffa giraffa,Southern Giraffe,
2440339,9444,Eubalaena glacialis,North Atlantic Right Whale,1494
9055455,9338,Camelus dromedarius,Arabian Camel,
2440440,9225,Pseudorca crassidens,False Killer Whale,587
2438793,9223,Mus spretus,Western Mediterranean Mouse,511
2436346,9028,Myrmecophaga tridactyla,Giant Anteater,528
5219663,8800,Sciurus aureogaster,Mexican Gray Squirrel,7274
5219618,8674,Erinaceus roumanicus,Northern White-breasted Hedgehog,7410
5219796,8659,Pseudomys hermannsburgensis,Sandy Inland Mouse,
2434790,8521,Hydrurga leptonyx,Leopard Seal,4354
5220003,8478,Delphinapterus leucas,Beluga Whale,1478
2441187,8467,Sylvicapra grimmia,Common Duiker,3231
5220013,8426,Hyperoodon ampullatus,Northern Bottlenose Whale,585
5218781,8386,Crocuta crocuta,Spotted Hyaena,6701
2436982,8362,Ochotona princeps,American Pika,6955
2433270,8344,Artibeus lituratus,Great Fruit-eating Bat,4569
2433716,8266,Eira barbara,Tayra,6899
5220161,8265,Kobus kob,Kob,1354
2441005,8198,Ammotragus lervia,Barbary Sheep,1846
8181305,8158,Myotis escalerai,Escalera's Bat,13
2435270,8109,Acinonyx jubatus,Cheetah,1613
2436643,8095,Ateles geoffroyi,Black-handed Spider Monkey,4049
5218819,8056,Odobenus rosmarus,Walrus,281
2440162,7962,Thylogale billardierii,Rufous-bellied Pademelon,2576
2432452,7917,Myotis dasycneme,Pond Bat,5173
5787704,7901,Miniopterus newtoni,Newton's Bent-winged Bat,7901
2437577,7894,Dasyprocta leporina,Red-rumped Agouti,1918
2440684,7782,Phocoenoides dalli,Dall's Porpoise,629
5218777,7747,Hyaena hyaena,Striped Hyaena,5210
5219436,7734,Panthera pardus,Leopard,1871
2436716,7618,Lepus coreanus,Korean Hare,129
2440455,7617,Tursiops aduncus,"Indian Ocean Bottlenose Dolphin, Tuyiin",1578
2436846,7568,Sylvilagus bachmani,Brush Rabbit,6425
5219785,7566,Pseudomys delicatulus,Delicate Mouse,6035
2440893,7505,Equus hemionus,Onager,841
5218972,7499,Mustela sibirica,Siberian Weasel,1500
4266262,7491,Vespadelus pumilus,Eastern Forest Bat,1507
5707341,7477,Papio anubis,Olive Baboon,2515
11370293,7473,Ozimops ridei,Eastern Free-tailed Bat,4699
2441151,7469,Oreamnos americanus,Rocky Mountain Goat,3874
2433536,7463,Nasua nasua,South American Coati,5722
2433462,7350,Eumetopias jubatus,Steller Sea Lion,4582
8028197,7332,Cebus imitator,Panamanian White Faced Capuchin,4962
2438970,7325,Notomys alexis,Spinefex Hopping Mouse,3007
2432622,7270,Rhinolophus megaphyllus,Eastern Horseshoe Bat,2450
2438496,7252,Mesembriomys gouldii,Black-footed Mesembriomys,2359
2440226,7198,Cercartetus nanus,Eastern Pygmy Possum,4822
7679722,7172,Sousa sahulensis,Australian Humpback Dolphin,840
2440164,7085,Thylogale stigmatica,Red-legged Pademelon,2570
5219516,7069,Galemys pyrenaicus,Pyrenean Desman,3
9518324,7003,Procyon cancrivorus,Crab Eating Raccoon,5506
2433011,6999,Tadarida brasiliensis,Mexican Free-tailed Bat,3907
4262612,6941,Capricornis swinhoei,Formosan Serow,6929
5218725,6940,Molossus molossus,Velvety Free-tailed Bat,6075
2436648,6939,Alouatta seniculus,Venezuelan Red Howler,2014
2435448,6918,Phascogale tapoatafa,Brush-tailed Phascogale,2888
4266391,6856,Myotis macropus,Australian Large-footed Myotis,857
2438619,6815,Microtus duodecimcostatus,Mediterranean Pine Vole,21
2436340,6795,Tamandua tetradactyla,Southern Tamandua,321
2439007,6735,Melomys burtoni,Grassland Melomys,2110
2436335,6696,Tamandua mexicana,Northern Tamandua,529
4266346,6648,Myotis alcathoe,Alcathoe Bat,2488
2434654,6601,Paguma larvata,Masked Palm Civet,3960
2435393,6586,Sminthopsis crassicaudata,Fat-tailed Dunnart,1126
5219960,6582,Acrobates pygmaeus,Feathertail Glider,3895
2436840,6573,Sylvilagus palustris,Marsh Rabbit,5992
2440934,6551,Axis axis,Chital,5580
2436604,6515,Macaca mulatta,Rhesus Monkey,5602
2435410,6485,Sminthopsis murina,Slender-tailed Dunnart,3593
2439331,6452,Zyzomys argurus,Common Australian Rock Rat,2799
2437304,6427,Spermophilus citellus,European Ground Squirrel,1011
2440113,6390,Petrogale penicillata,Brush-tailed Rock-wallaby,1879
5219677,6381,Sciurus variegatoides,Ardilla Variable,5602
7477334,6337,Sapajus apella,Tufted Capuchin,2180
2437967,6317,Peromyscus maniculatus,Deer Mouse,4372
5219426,6249,Panthera onca,Jaguar,4097
7786966,6242,Urocitellus columbianus,Ardilla Terrestre De Columbia,5399
5220167,6216,Taurotragus oryx,Common Eland,
2435402,6117,Sminthopsis macroura,Stripe-faced Dunnart,1467
2433460,6064,Zalophus wollebaeki,Galapagos Sea Lion,5006
2433557,5863,Bassariscus astutus,Ringtail,5315
2433272,5848,Artibeus jamaicensis,Jamaican Fruit Bat,2457
2441064,5769,Antidorcas marsupialis,Springbok,3594
2432352,5716,Eptesicus fuscus,Big Brown Bat,4702
2434810,5706,Histriophoca fasciata,Ribbon Seal,270
2440433,5647,Steno bredanensis,Rough-toothed Dolphin,1164
5218649,5610,Pteropus scapulatus,Little Red Flying Fox,2529
5219704,5591,Cavia aperea,Brazilian Guinea Pig,5170
2437396,5579,Callosciurus notatus,Ardilla De Platanero,5201
5219461,5484,Elephas maximus,Asian Elephant,2894
2437570,5369,Ammospermophilus leucurus,White-tailed Antelope Squirrel,4896
2433177,5349,Carollia brevicaudum,Silky Short-tailed Bat,
2441141,5330,Raphicerus campestris,Steenbok,3542
2438019,5322,Peromyscus leucopus,White-footed Mouse,3318
2441030,5295,Hippotragus equinus,Roan Antelope,1330
2441205,5285,Giraffa camelopardalis,Giraffe,2216
2435357,5219,Dasyurus viverrinus,Eastern Quoll,462
2433451,5143,Ursus maritimus,Polar Bear,2288
11371352,5137,Ozimops planiceps,South-eastern Free-tailed Bat,1263
5219520,5125,Choloepus hoffmanni,Hoffmann's Two-toed Sloth,2440
2438704,5020,Cricetus cricetus,European Hamster,3580
2438660,4972,Microtus subterraneus,Common Pine Vole,578
5218624,4957,Pteronotus gymnonotus,Big Naked-backed Bat,4866
2436711,4865,Lepus brachyurus,Japanese Hare,822
2440412,4854,Mesoplodon bidens,Sowerby's Beaked Whale,170
4266081,4789,Falsistrellus tasmaniensis,Eastern False Pipistrelle,1005
2437378,4788,Marmota caligata,Hoary Marmot,3998
2436705,4777,Lepus townsendii,White-tailed Jackrabbit,4004
5219416,4765,Panthera tigris,Tiger,981
5219624,4725,Erinaceus concolor,Southern White-breasted Hedgehog,2553
4265186,4709,Arvicola scherman,Montane Water Vole,
2433140,4708,Peropteryx macrotis,Lesser Dog-like Bat,4545
9163257,4705,Giraffa tippelskirchi,Masai Giraffe,
5219885,4648,Hystrix africaeaustralis,Cape Porcupine,3477
5220166,4644,Oryx gazella,Gemsbok,2902
2432953,4629,Rousettus aegyptiacus,Egyptian Rousette,1128
2439000,4597,Melomys cervinipes,Fawn-footed Melomys,1065
2436661,4586,Saimiri sciureus,Common Squirrel Monkey,1758
2440880,4564,Ceratotherium simum,White Rhinoceros,2169
2435687,4542,Crocidura suaveolens,Lesser White Toothed Shrew,156
5220181,4500,Tragelaphus angasii,Nyala,3100
2440943,4490,Muntiacus muntjak,Indian Muntjac,2038
4266472,4486,Scotorepens orion,Eastern Broad-nosed Bat,1694
2439834,4464,Lagidium viscacia,Southern Viscacha,4028
2440981,4444,Hippocamelus bisulcus,Chilean Guemal,4399
2437243,4395,Funambulus pennantii,Northern Palm Squirrel,3675
2438147,4395,Sigmodon hispidus,Hispid Cotton Rat,3267
5220072,4391,Lagenorhynchus australis,Black-chinned Dolphin,409
2433083,4314,Saccolaimus flaviventris,White-bellied Sheath-tailed Bat,2029
4266469,4297,Scotorepens balstoni,Inland Broad-nosed Bat,717
7261375,4297,Mazama gouazoubira,South American Brown Brocket,866
2434801,4262,Pagophilus groenlandicus,Harp Seal,185
2441042,4253,Damaliscus pygargus,Bontebok,2860
2438655,4231,Microtus pennsylvanicus,Meadow Vole,3426
4262283,4231,Alces americanus,Moose,
5219578,4230,Cercopithecus mitis,Blue Monkey,2589
5219673,4139,Sciurus lis,Ardilla De Japén,3154
2437432,4131,Tamias minimus,Least Chipmunk,
2432283,4076,Chalinolobus dwyeri,Large Pied Bat,1747
5220122,4068,Mazama rufina,Ecuador Red Brocket,2687
2436608,4054,Macaca fuscata,Japanese Macaque,3233
2437246,4027,Funambulus palmarum,Ardilla De Palma De India,2873
2438911,3971,Mastomys natalensis,Coucha Rat,79
2439256,3944,Rattus villosissimus,Australian Long-haired Rat,1170
5219534,3934,Pan troglodytes,Chimpanzee,980
7994322,3933,Ictidomys tridecemlineatus,Thirteen-lined Ground Squirrel,3427
7261461,3931,Philantomba monticola,Blue Duiker,3413
2433298,3911,Desmodus rotundus,Common Vampire Bat,
2435723,3903,Crocidura leucodon,Bicolored Shrew,982
2433095,3849,Rhynchonycteris naso,Proboscis Bat,2757
2434102,3840,Taxidea taxus,American Badger,3356
2440694,3817,Kogia breviceps,Pygmy Sperm Whale,87
4266468,3816,Scotorepens greyii,Grey's Broad-nosed Bat,587
2440459,3776,Orcaella heinsohni,Australian Snubfin Dolphin,286
2441044,3772,Oreotragus oreotragus,Klipspringer,2458
2436152,3764,Talpa occidentalis,Iberian Mole,385
5220185,3764,Alcelaphus buselaphus,Hartebeest,2080
2433194,3742,Glossophaga soricina,Pallas's Long-tongued Bat,2453
2435506,3704,Suncus etruscus,Etruscan Shrew,517
2439930,3686,Didelphis albiventris,White-eared Opossum,3064
2440030,3680,Aepyprymnus rufescens,Rufous Rat-kangaroo,876
4262397,3677,Rusa timorensis,"Javan Deer, Javan Rusa, Rusa, Rusa Deer, Sunda Sambar, Timor Deer",1609
7261447,3654,Nanger granti,Grant's Gazelle,1588
2437775,3623,Apodemus uralensis,Herb Field Mouse,309
8395500,3581,Tapirella bairdii,Baird's Tapir,
2438971,3579,Notomys mitchellii,Mitchell S Hopping Mouse,566
2434708,3572,Paradoxurus hermaphroditus,Asian Palm Civet,1624
2437470,3519,Atlantoxerus getulus,Barbary Ground Squirrel,2695
5219455,3519,Perameles gunnii,Eastern Barred Bandicoot,587
2435400,3506,Sminthopsis fuliginosus,Sooty Dunnart,
5219950,3502,Philander opossum,Gray Four-eyed Opposum,3007
2433487,3495,Callorhinus ursinus,Northern Fur Seal,567
5219080,3492,Mungos mungo,Banded Mongoose,2646
2440799,3446,Euphractus sexcinctus,Six Banded Armadillo,166
2438883,3401,Spalax microphthalmus,Greater Mole Rat,43
2438635,3388,Microtus oeconomus,Tundra Vole,
10517059,3382,Microtus lavernedii,Mediterranean Field Vole,93
2434923,3379,Leopardus guigna,Kodkod,12
7905336,3362,Urocitellus richardsonii,Ardilla Terrestre De Richardson,3127
5219799,3361,Pseudomys apodemoides,Silky Mouse,1251
2432667,3357,Rhinolophus mehelyi,Mehely's Horseshoe Bat,
2437354,3315,Paraxerus cepapi,Ardilla De Matorral De Smith,2401
2441135,3283,Ourebia ourebi,Oribi,724
5219541,3262,Callithrix penicillata,Black-penciled Marmoset,3057
8631083,3236,Pekania pennanti,Fisher,
