species_key,observations_total,scientific_name,common_name,observations_after_assessment_year
2495266,988237,Patagioenas fasciata,Band-tailed Pigeon,148
2495869,987414,Columbina passerina,Common Ground-dove,446461
9282206,976641,Strix aluco,Tawny Owl,41752
9990095,973935,Curruca melanocephala,Sardinian Warbler,730551
2489989,973115,Icteria virens,Yellow-breasted Chat,432488
2497035,973074,Chordeiles minor,Common Nighthawk,387547
5229131,967730,Vanellus indicus,Red-wattled Lapwing,277
2490669,965441,Galerida cristata,Crested Lark,12063
6092651,960176,Setophaga townsendi,Townsend's Warbler,438484
2476855,958432,Selasphorus rufus,Rufous Hummingbird,391748
2495863,946344,Columbina inca,Inca Dove,370
5232452,942120,Branta hutchinsii,Cackling Goose,395402
2480905,941777,Ardeola grayii,Indian Pond-heron,3175
2491728,938782,Pooecetes gramineus,Vesper Sparrow,369828
2480897,937071,Egretta novaehollandiae,White-faced Heron,762
2489448,936985,Strepera graculina,Pied Currawong,6455
2486151,936758,Pycnonotus jocosus,Red-whiskered Bulbul,4654
2498247,931222,Melanitta nigra,Common Scoter,356647
2481742,928680,Calidris mauri,Western Sandpiper,2225
2491719,923286,Plectrophenax nivalis,Snow Bunting,1708
5229864,918591,Icterus bullockii,Bullock's Oriole,
5231688,917994,Toxostoma curvirostre,Curve-billed Thrasher,612731
2482524,913953,Corvus coronoides,Australian Raven,3588
6066513,913187,Microcarbo melanoleucos,Little Pied Cormorant,477689
9436876,910775,Thraupis palmarum,Palm Tanager,
2482357,907277,Colluricincla harmonica,Gray Shrike-thrush,366890
2493598,906613,Lonchura punctulata,Nutmeg Mannikin / Scaly-breasted Munia,410
2490604,903810,Lullula arborea,Woodlark,26205
2481173,900607,Larus dominicanus,Kelp Gull,638284
