species_key,observations_total,scientific_name,common_name,observations_after_assessment_year
2469188,375268,Podarcis muralis,Common Wall Lizard,311708
2442225,247320,Chelonia mydas,Green Turtle,6442
9702100,243942,Zootoca vivipara,Viviparous Lizard,42954
2468095,230168,Anguis fragilis,Slow Worm,44610
8894817,217910,Caretta caretta,Loggerhead Sea Turtle,60660
2443002,212215,Trachemys scripta,Slider,201558
6159223,183008,Lacerta agilis,Sand Lizard,106675
6159243,139074,Lacerta bilineata,Western Green Lacerta,
2451234,126714,Sceloporus occidentalis,Pacific Blue-bellied Lizard,126374
2457522,121302,Thamnophis sirtalis,Common Garter Snake,120001
5960862,118415,Vipera berus,Common Adder,68867
9350124,114783,Natrix helvetica,Grass Snake,21608
6161347,114140,Natrix natrix,Grass Snake,64139
2443133,108002,Chrysemys picta,Painted Turtle,106863
2441333,97846,Crocodylus porosus,Saltwater Crocodile,13588
4287413,90792,Anolis sagrei,Brown Anole,87699
2466939,90219,Anolis carolinensis,Green Anole,86845
2445034,90063,Tarentola mauritanica,Moorish Gecko,178
2441905,70459,Chelydra serpentina,Common Snapping Turtle,24480
2459658,66145,Iguana iguana,Green Iguana,49542
2441370,61997,Alligator mississippiensis,American Alligator,52594
2443173,59726,Terrapene carolina,Common Box Turtle,58929
2462503,58158,Tiliqua scincoides,Eastern Bluetongue Skink,36521
2451029,57913,Uta stansburiana,Side-blotched Lizard,56935
5959617,55957,Coronella austriaca,Smooth Snake,29593
2458916,54803,Hierophis viridiflavus,Western Whip Snake,4241
8909809,54133,Emys orbicularis,European Pond Turtle,47832
5223334,53381,Nerodia sipedon,Northern Water Snake,52871
9789983,52596,Dermochelys coriacea,Leatherback,22048
2468542,47677,Timon lepidus,Ocellated Lizard,3416
2453826,46547,Pituophis catenifer,Bullsnake,46167
2469763,45535,Psammodromus algirus,Algerian Psammodromus,2717
5221528,43852,Hemidactylus turcicus,Mediterranean Gecko,41004
6161340,43786,Natrix maura,Viperine Snake,
2447609,42517,Gonatodes albogularis,Yellow-headed Gecko,
8796529,42378,Malpolon monspessulanus,Montpellier Snake,1068
8161292,39248,Intellagama lesueurii,Eastern Water Dragon,27230
2458538,38991,Zamenis longissimus,Aesculapian Snake,17643
2441454,38322,Testudo hermanni,Hermann's Tortoise,1194
9056579,37136,Storeria dekayi,(Dekay’s) Brown Snake,36628
2444339,35473,Vipera aspis,Asp Viper,2580
9268496,34533,Chelodina longicollis,Eastern Snake-necked Turtle,
2449538,34489,Pseudechis porphyriacus,Australian Black Snake,17525
6161776,33412,Coluber constrictor,Black Racer,32316
2470715,32087,Varanus varius,Lace Monitor,18300
2459603,30480,Ctenosaura similis,Black Spiny-tailed Iguana,29175
5225659,29454,Morelia spilota,Carpet Python,20255
9537238,28415,Hemidactylus frenatus,Common House Gecko,19846
8763701,26998,Diadophis punctatus,Ring-necked Snake,26622
9416124,24902,Zamenis scalaris,Ladder Snake,2331
8841716,24476,Eretmochelys imbricata,Hawksbill Turtle,17825
2468262,24366,Elgaria multicarinata,Southern Alligator Lizard,24258
2462522,23881,Tiliqua rugosa,Pinecone Lizard,12439
2451154,23769,Sceloporus olivaceus,Texas Spiny Lizard,23689
5789613,23459,Plestiodon fasciatus,Common Five-lined Skink,23248
9185677,23363,Podarcis siculus,Italian Wall Lizard,11776
9125207,22704,Calotes versicolor,Variable Agama,17175
5225255,22610,Lampropholis guichenoti,Garden Skink,5943
8839848,22211,Emydura macquarii,Murray River Turtle,
2444446,21955,Crotalus oreganus,Grand Canyon Rattlesnake [Abyssus],21710
8356845,21531,Anguis colchica,Slow Worm,
2442153,20865,Lepidochelys olivacea,Olive Ridley,9864
2457545,20734,Thamnophis elegans,Terrestrial Garter Snake,20534
5225256,20539,Lampropholis delicata,Plague Skink,6403
2443341,20453,Mauremys leprosa,Mediterranean Pond Turtle,
5227564,20057,Cnemidophorus lemniscatus,Rainbow Whiptail,19291
8913064,19371,Aspidoscelis tigris,Tiger Whiptail,18338
7444957,19325,Podarcis liolepis,Catalonian Wall Lizard,2637
8615718,18848,Pseudonaja textilis,Eastern Brown Snake,9391
2444356,18617,Crotalus atrox,Tortuga Island Rattlesnake (Tortugensis),17969
2441812,18581,Gopherus polyphemus,Florida Gopher Tortoise,18562
2451347,18260,Sceloporus undulatus,Eastern Fence Lizard,18151
5959942,18198,Hemidactylus mabouia,Tropical House Gecko,13910
2448146,17592,Heteronotia binoei,Bynoe's Gecko,3037
2455676,16597,Pantherophis obsoletus,Black Rat Snake,
2468700,16518,Teira dugesii,Madeira Wall Lizard,4099
7453543,16061,Pantherophis alleghaniensis,Eastern Rat Snake,14718
2441461,15960,Testudo graeca,Common Tortoise,15746
2470685,15815,Varanus salvator,Common Water Monitor,13295
6159273,15381,Lacerta viridis,European Green Lizard,12346
9215881,15209,Agkistrodon contortrix,Copperhead,14838
5223362,15166,Nerodia erythrogaster,Plain-bellied Water Snake,15062
7576179,14850,Pantherophis spiloides,Gray Rat Snake,14144
9105722,14848,Agkistrodon piscivorus,Cottonmouth,14642
2463735,14790,Morethia boulengeri,South-eastern Morethia Skink,2360
5224503,14721,Lampropeltis triangulum,Milk Snake,13584
2457039,14623,Storeria occipitomaculata,Red-bellied Snake,14472
2442680,14571,Apalone spinifera,Spiny Softshell Turtle,4358
5223349,14549,Nerodia fasciata,Banded Water Snake,14281
2462660,14378,Eulamprus quoyii,Eastern Water Skink,7996
2465633,14196,Pogona barbata,Bearded Dragon,8006
8538855,14101,Urosaurus ornatus,Ornate Tree Lizard,2149
9013527,13914,Aspidoscelis gularis,Common Spotted Whiptail,13392
2445829,13870,Thecadactylus rapicauda,Turnip-tailed Gecko,13462
2457575,13831,Thamnophis proximus,Western Ribbon Snake,13433
2459293,13682,Dendrelaphis punctulatus,Common Bronzeback,7408
8877412,13620,Terrapene triunguis,Three-toed Box Turtle,
8984671,13246,Opheodrys aestivus,Rough Greensnake,13112
8953936,13169,Caiman crocodilus,Common Caiman,11173
2461434,13043,Scincella lateralis,Ground Skink,12939
5959645,12954,Coronella girondica,Southern Smooth Snake,397
6161327,12715,Natrix tessellata,Dice Snake,6638
8875670,12374,Varanus gouldii,Gould's Goanna,5858
8898408,12274,Pseudemys concinna,Eastern River Cooter,12068
5221821,11946,Basiliscus vittatus,Brown Basilisk,10980
2464512,11799,Menetia greyii,Common Dwarf Skink,2078
5224691,11205,Leiocephalus carinatus,Northern Curlytail Lizard,10702
2446947,11126,Christinus marmoratus,Marbled Gecko,5395
2441329,10628,Crocodylus acutus,American Crocodile,6814
2451459,10563,Callisaurus draconoides,Zebratail Lizard,10358
2462374,10417,Ctenotus schomburgkii,Barred Wedge-snout Ctenotus,2289
8433585,10408,Masticophis flagellum,Coachwhip,10181
2465999,10401,Amphibolurus muricatus,Jacky Lizard,5243
2443074,10324,Graptemys geographica,Common Map Turtle,10208
5225191,10195,Chalcides striatus,Iberian Three-toed Skink,
8323736,10111,Psammodromus edwarsianus,East Iberian Psammodromus,570
2451223,10044,Sceloporus graciosus,Common Sagebrush Lizard,9927
4820533,9879,Python bivittatus,Burmese Python,8540
5221813,9877,Basiliscus basiliscus,Common Basilisk,9335
2447367,9865,Gekko gecko,Tokay Gecko,8888
2457636,9791,Thamnophis ordinoides,Northwestern Garter Snake,9714
2459023,9624,Hemorrhois hippocrepis,Horseshoe Snake,599
2451277,9619,Sceloporus consobrinus,Prairie Lizard,
5226254,9581,Agama atra,Southern African Rock Agama,
2442665,9543,Apalone ferox,Florida Softshell Turtle,3748
9019391,9479,Podarcis hispanicus,Iberian Wall Lizard,
2449662,9446,Notechis scutatus,Mainland Tiger Snake,4509
2467091,9397,Anolis cristatellus,Crested Anole,8769
9129157,9336,Anolis auratus,Grass Anole,8991
11041294,9335,Diploderma swinhonis,Taiwan Japalure,6654
2451393,9037,Sceloporus magister,Desert Spiny Lizard,8861
5226316,8949,Agama picticauda,Red-headed Agama,8093
2462520,8937,Tiliqua adelaidensis,Pygmy Bluetongue Lizard,5208
2470656,8878,Varanus niloticus,Nile Monitor,3560
2465641,8822,Pogona vitticeps,Central Bearded Dragon,3460
5220393,8819,Sternotherus odoratus,Common Musk Turtle,3265
2472425,8796,Aspidoscelis sexlineatus,Six-lined Racerunner,
5816059,8756,Hemidactylus platyurus,Flat-tailed House Gecko,7156
5223342,8738,Nerodia rhombifer,Diamondback Water Snake,8667
8682680,8716,Gallotia galloti,Gallot's Lizard,4391
8170369,8687,Lampropeltis californiae,Black Desert Kingsnake [Nigrita],7577
5220530,8678,Emys blandingii,Blanding's Turtle,
2460886,8649,Eutropis multifasciata,Brown Mabuya,6702
5227370,8634,Salvator merianae,Black And White Tegu,7903
2444468,8622,Crotalus horridus,Timber Rattlesnake,8318
6159196,8606,Lacerta schreiberi,Iberian Emerald Lizard,
7504253,8565,Stellagama stellio,Roughtail Rock Agama,
2447506,8541,Phelsuma laticauda,Gold Dust Day Gecko,8385
2441341,8397,Crocodylus niloticus,Nile Crocodile,5226
2441757,8334,Stigmochelys pardalis,Leopard Tortoise,6813
2451472,8276,Cophosaurus texanus,Chihuahuan Greater Earless Lizard,7376
2458160,8240,Haldea striatula,Rough Earth Snake,
2468254,8190,Elgaria coerulea,Northern Alligator Lizard,8125
4819663,8033,Lucasium damaeum,Beaded Gecko,1579
2441974,7863,Chelodina oblonga,Narrow-breasted Snakeneck Turtle,7768
2462240,7569,Ctenotus regius,Pale-rumped Ctenotus,1882
2443212,7563,Malaclemys terrapin,Diamondback Terrapin,6696
2462369,7532,Ctenotus robustus,Robust Ctenotus,3668
2469126,7529,Podarcis tiliguerta,Tyrrhenian Wall Lizard,1275
5220285,7509,Chersina angulata,South African Bowsprit Tortoise,
5225067,7445,Carlia munda,Shaded-litter Rainbow-skink,472
5223730,7398,Heterodon platirhinos,Eastern Hognosed Snake,7235
9164170,7398,Lepidodactylus lugubris,Morning Gecko,5579
2451285,7392,Sceloporus variabilis,Rosebelly Lizard,6501
5222413,7326,Phrynosoma cornutum,Texas Horned Lizard,7142
5222456,7265,Phrynosoma hernandesi,Baur’s Short-horned Lizard [Bauri],7168
5226062,7194,Ctenophorus nuchalis,Central Netted Dragon,3073
9127718,7174,Ctenophorus pictus,Painted Dragon,2039
2457577,7122,Thamnophis saurita,Eastern Ribbon Snake,6989
4287358,7061,Sceloporus tristichus,Plateau Fence Lizard,
2446718,7060,Lygodactylus capensis,Cape Dwarf Gecko,4912
2459612,7035,Ctenosaura pectinata,Mexican Spinytail Iguana,4456
2462633,7031,Eulamprus heatwolei,Warm-temperate Water-skink,2800
5960558,6933,Plestiodon skiltonianus,Coronado Island Skink [Interparietalis],6869
5789628,6905,Plestiodon laticeps,Broad-headed Skink,6850
5224602,6860,Amblyrhynchus cristatus,Marine Iguana,4365
2470616,6735,Crotaphytus collaris,Collared Lizard,6419
2462347,6648,Ctenotus taeniolatus,Copper-tailed Skink,2212
2443168,6636,Terrapene ornata,Western Box Turtle,6437
8982716,6602,Strophurus ciliaris,Northern Spiny-tailed Gecko,3269
5789593,6470,Liopholis whitii,White's Rock-skink,2174
8376055,6412,Cryptoblepharus pulcher,Bright Snake-eyed Skink (Clarus),3508
2457092,6369,Carphophis amoenus,Common Wormsnake,6343
2462672,6186,Eulamprus tympanum,Cool-temperate Water-skink,2460
2459705,6183,Sauromalus ater,Northern Chuckwalla,6034
2446224,6166,Gehyra variegata,Tree Dtella,430
2449051,6154,Chamaeleo chamaeleon,European Chameleon,5494
2441352,6104,Crocodylus moreletii,Morelet's Crocodile,1941
2470793,6041,Varanus rosenbergi,Heath Monitor,4456
7009387,6009,Myuchelys bellii,Bell's Sawshelled Turtle,5904
2472164,5976,Ameiva ameiva,Giant Ameiva,5186
9601519,5973,Pseudemys rubriventris,American Red-bellied Turtle,5874
2459646,5932,Dipsosaurus dorsalis,Desert Iguana,3409
2455615,5884,Pantherophis guttatus,Corn Snake,5430
2442173,5863,Natator depressus,Flatback Turtle,3920
2463115,5860,Egernia striolata,Tree Skink,1710
5226733,5841,Acanthodactylus erythrurus,Fringe-fingered Lizard,
8945077,5826,Crotalus viridis,Prairie Rattlesnake,5636
2469143,5811,Podarcis bocagei,Bocage’s Wall Lizard,1661
2469702,5783,Ophisops elegans,Snake-eyed Lizard,4814
2450523,5759,Loxopholis rugiceps,,5719
2447604,5703,Gonatodes vittatus,Streak Lizard,5548
2442896,5638,Actinemys marmorata,Western Pond Turtle,5633
2451167,5606,Sceloporus grammicus,Mesquite Lizard,4450
2452268,5600,Rhabdophis tigrinus,Tiger Keelback,1259
2457512,5595,Thamnophis radix,Eastern Plains Garter Snake,5561
5220796,5593,Bothrops asper,Terciopelo,5007
5224858,5563,Tropidurus torquatus,Amazon Lava Lizard,4535
8683892,5560,Bradypodion pumilum,Cape Dwarf Chameleon,2763
8901465,5534,Bitis arietans,Puff Adder,4204
2473222,5527,Blanus cinereus,Mediterranean Worm Lizard,
2462536,5491,Tiliqua nigrolutea,Blotched Blue-tongued Lizard,3219
2462338,5487,Ctenotus spaldingi,Straight-browed Ctenotus,495
2442816,5435,Pseudemys texana,Texas Cooter,5359
2442843,5398,Pseudemys nelsoni,Florida Red-bellied Turtle,5244
2472838,5329,Lialis burtonis,Burton's Legless Lizard,2239
2442165,5319,Lepidochelys kempii,Kemp's Ridley Turtle,449
2449077,5288,Chamaeleo dilepis,Flapneck Chameleon,4457
5222451,5265,Phrynosoma blainvillii,Coast Horned Lizard,4666
2464014,5106,Acritoscincus duperreyi,Bold-striped Cool-skink,1837
2441355,5048,Crocodylus johnsoni,Freshwater Crocodile,
2446568,5030,Rhynchoedura ornata,Western Beaked Gecko,986
9342283,5021,Thamnophis marcianus,Checkered Garter Snake,4922
9357542,4969,Indotyphlops braminus,Brahminy Blindsnake,4114
2469139,4935,Podarcis vaucheri,Vaucher's Wall Lizard,812
9195555,4932,Kinosternon subrubrum,Eastern Mud Turtle,1769
7917188,4899,Psammodromus hispanicus,Spanish Psammodromus,97
2464915,4780,Boa imperator,Central American Boa Constrictor,3768
2446214,4745,Gehyra dubia,Dubious Dtella,1520
5225433,4709,Trachylepis striata,African Striped Mabuya,4031
9030989,4709,Sceloporus jarrovii,Blue-spotted Spiny Lizard [Cyanostictus],4279
2463131,4672,Egernia cunninghami,Cunningham's Skink,2625
2451192,4669,Sceloporus clarkii,Clark's Spiny Lizard,4397
5959760,4666,Diplodactylus vittatus,Eastern Stone Gecko,1282
2464655,4652,Lerista bougainvillii,South-eastern Slider,716
2442795,4645,Podocnemis expansa,South American River Turtle,4631
8033662,4590,Diporiphora nobbi,Nobbi,1337
5223677,4582,Lycodon rufozonatus,Red-banded Snake,2135
2463730,4545,Morethia obscura,Shrubland Morethia Skink,1060
7836710,4530,Holcosus festivus,Edward’s Middle American Ameiva [Edwardsii],4110
2461013,4518,Saproscincus mustelinus,Southern Weasel Skink,1895
2468350,4517,Pseudopus apodus,European Glass Lizard,3555
5225032,4492,Carlia amax,Bauxite Rainbow-skink,787
2443244,4477,Mauremys sinensis,Chinese Stripe-necked Turtle,3689
2451342,4457,Sceloporus orcutti,Granite Spiny Lizard,4425
2444513,4450,Trimeresurus stejnegeri,Chinese Green Tree Viper,4290
2451403,4450,Sceloporus poinsettii,Crevice Spiny Lizard,3093
2451433,4446,Holbrookia maculata,Common Earless Lizard,2856
2449510,4416,Demansia psammophis,Yellow-faced Whip Snake,2071
7566793,4412,Sceloporus cowlesi,Cowles Prairie Lizard,
9577440,4390,Agkistrodon conanti,Florida Cottonmouth,
9228211,4387,Graptemys pseudogeographica,Tartaruga Do Mapa Falso,4095
2447563,4383,Underwoodisaurus milii,Barking Gecko,1637
2450085,4368,Cryptophis nigrescens,Eastern Small-eyed Snake,2025
9807306,4360,Vipera ursinii,Meadow Viper,165
5222442,4336,Phrynosoma platyrhinos,Desert Horned Lizard,3887
2466458,4314,Diporiphora bilineata,Northern Two-line Dragon,249
5220210,4290,Caiman yacare,Jacare Caiman,2187
2449884,4276,Austrelaps superbus,Copperhead Snake,
2443384,4258,Mauremys rivulata,Western Caspian Turtle,
7009388,4218,Myuchelys latisternum,Serrated Snapping Turtle,
2442828,4189,Pseudemys peninsularis,Peninsula Cooter,4093
2458400,4121,Elaphe dione,Steppes Ratsnake,1432
7505629,4106,Ameiva praesignis,Giant Ameiva,4049
2464753,4082,Lerista punctatovittata,Eastern Robust Slider,784
5960896,4040,Vipera latastei,Lataste's Viper,207
2467218,4035,Anolis distichus,Bark Anole,3787
2472403,3994,Aspidoscelis hyperythrus,Orange-throated Whiptail,3979
2463656,3987,Hemiergis decresiensis,Three-toed Earless Skink,758
5224052,3964,Ptyas mucosa,Oriental Ratsnake,3130
9013567,3955,Uromastyx aegyptia,Egyptian Mastigure,3331
2470732,3913,Varanus nebulosus,Clouded Monitor,
2458587,3906,Opheodrys vernalis,Smooth Green Snake,
2464899,3885,Boa constrictor,Boa Constrictor,3327
2464634,3879,Lerista labialis,Southern Sandslider,1383
2442782,3855,Podocnemis unifilis,Yellow-spotted River Turtle,3795
9323087,3848,Podarcis virescens,Geniez’s Wall Lizard,1816
2462156,3828,Pseudemoia entrecasteauxii,Entrecasteaux's Skink,905
8613410,3821,Gambelia wislizenii,Longnose Leopard Lizard,3732
2472785,3782,Delma impar,Victoria Scalyfoot,
2462314,3778,Ctenotus essingtonii,Lowlands Plain-backed Ctenotus,182
5221810,3778,Basiliscus plumifrons,Green Basilisk,3397
8957561,3708,Tropidurus hispidus,Peters' Lava Lizard,3502
2462302,3705,Ctenotus leonhardii,Leonhardi's Ctenotus,807
2444393,3688,Crotalus ruber,Red Diamond Rattlesnake,3637
2444473,3685,Crotalus molossus,Black-tailed Rattlesnake,3548
2451188,3674,Sceloporus torquatus,Crevice Swift,3547
2444480,3671,Crotalus scutulatus,Green Rattlesnake,3534
2444222,3647,Sistrurus miliarius,Pigmy Rattlesnake,3560
8960303,3599,Imantodes cenchoa,Blunthead Treesnake,2927
5225997,3571,Acanthocercus atricollis,Black-necked (Ridgeback) Agama,2119
5225388,3565,Trachylepis margaritifera,Rainbow Skink,
2462282,3544,Ctenotus atlas,Southern Mallee Ctenotus,580
8322819,3523,Sceloporus uniformis,Yellow-backed Spiny Lizard,
5225695,3522,Charina bottae,Northern Rubber Boa,3218
2444547,3508,Gloydius ussuriensis,Ussuri Mamushi,871
2441808,3501,Gopherus berlandieri,Berlandier's Tortoise,3329
10900257,3493,Ptyas major,Chinese Green Snake,3413
7567645,3484,Anguis veronensis,Italian Slow Worm,1291
2447244,3462,Coleonyx variegatus,Western Banded Gecko,3401
9738226,3440,Protobothrops mucrosquamatus,Brown Spotted Pitviper,3366
2449695,3436,Cacophis squamulosus,Golden Crowned Snake,1960
9176658,3416,Crotaphopeltis hotamboeia,Red-lipped Snake,2919
7915678,3397,Lampropeltis holbrooki,Speckled Kingsnake,2992
9632100,3372,Boaedon capensis,Brown House Snake,1476
2456330,3357,Rhinocheilus lecontei,Long-nosed Snake,3276
5226813,3353,Bungarus multicinctus,Many-banded Krait,1210
8974077,3349,Chalcides bedriagai,Spanish Cylindrical Skink,313
2462371,3326,Ctenotus inornatus,Bar-shouldered Ctenotus,356
2453368,3323,Ahaetulla prasina,Oriental Whip Snake,2333
5960332,3295,Hydrophis elegans,Bar-bellied Seasnake,625
2464291,3279,Sphenomorphus indicus,Himalayan Forest Skink,2171
2453969,3252,Tropidonophis mairii,Common Keelback,1870
2445664,3217,Amalosia lesueurii,Lesueur's Gecko,1413
8583926,3193,Anolis equestris,Knight Anole,2811
2470669,3190,Varanus bengalensis,Bengal Monitor,2371
5789618,3190,Plestiodon inexpectatus,Southeastern Five-lined Skink,3155
2447717,3183,Nephrurus levis,Common Knob-tailed Gecko,838
5961001,3182,Clemmys guttata,Spotted Turtle,3102
11158818,3145,Agkistrodon laticinctus,Broad-banded Copperhead,
5789596,3131,Liopholis inornata,Desert Skink,294
2455644,3125,Pantherophis emoryi,Great Plains Rat Snake,3078
8967857,3111,Anolis limifrons,Border Anole,2869
5226038,3110,Ctenophorus fordi,Mallee Dragon,548
2468525,3106,Iberolacerta bonnali,Pyrenean Rock Lizard,53
2460411,3072,Liolaemus tenuis,Thin Tree Iguana,2869
5959777,3061,Diplodactylus conspicillatus,Burrow-plug Gecko,464
2467558,3048,Anolis fuscoauratus,Brown-eared Anole,2014
5789554,3034,Phoenicolacerta laevis,Lebanon Lizard,
7688390,3029,Masticophis lateralis,Striped Racer,2990
9607631,3021,Eutropis longicaudata,Long-tailed Sun Skink,2412
2463647,3002,Hemiergis peronii,Lowlands Earless Skink,859
2455654,2972,Pantherophis vulpinus,Eastern Fox Snake,2693
2462283,2967,Ctenotus pantherinus,Leopard Ctenotus,
5226642,2964,Ophisaurus ventralis,Eastern Glass Lizard,2934
2464856,2951,Lygisaurus foliorum,Rainbow-skink,288
2466487,2946,Rankinia diemensis,Mountain Dragon,1414
2451416,2930,Sceloporus merriami,Canyon Lizard,961
2446249,2924,Gehyra mutilata,Stump-toed Gecko,2358
2457232,2894,Dolichophis jugularis,Large Whip Snake,2336
2450891,2891,Gymnophthalmus speciosus,Golden Spectacled Tegu,2829
2444360,2884,Crotalus cerastes,Sidewinder,2808
9223124,2879,Sistrurus catenatus,Massasauga,2833
2444432,2867,Crotalus adamanteus,Eastern Diamondback Rattlesnake,2690
5220775,2864,Bothrops atrox,Fer-de-lance,2380
5226950,2854,Micrurus tener,Guanajuato Coral Snake [Fitzingeri],2822
8905978,2834,Cryptoblepharus virgatus,Cream-striped Shinning-skink,479
5223325,2832,Nerodia taxispilota,Brown Water Snake,2753
2449889,2828,Austrelaps ramsayi,Highlands Copperhead,1586
2449833,2823,Suta suta,Curl Snake,607
2457562,2808,Thamnophis cyrtopsis,Black-necked Garter Snake,2561
2463165,2803,Egernia saxatilis,Black Crevice-skink,1110
5226039,2802,Ctenophorus isolepis,Military Dragon,639
7661772,2779,Cryptoblepharus pannosus,Ragged Snake-eyed Skink,763
2470772,2771,Varanus panoptes,Yellow-spotted Monitor,1582
9313254,2765,Natrix astreptophora,Red-eyed Grass Snake,301
5223735,2762,Arizona elegans,Glossy Snake,2705
2466087,2750,Chlamydosaurus kingii,Frilled Lizard,1590
2442089,2745,Phrynops hilarii,Side-necked Turtle Of Saint Hillaire,
2446392,2743,Afrogecko porphyreus,Marbled Leaf-toed Gecko,1374
2441973,2725,Chelodina expansa,Giant Snakeneck Turtle,
2466515,2724,Lophognathus gilberti,Gilbert's Dragon,443
9799308,2714,Lampropeltis getula,Common Kingsnake,2213
5225137,2699,Chalcides ocellatus,Ocellated Skink,2257
2441814,2682,Gopherus agassizii,Mojave Desert Tortoise,1656
2452959,2677,Dispholidus typus,Boomslang,2280
2464764,2672,Saiphos equalis,Three-toed Skink,1019
9716608,2670,Hydrophis hardwickii,Hardwicke's Spine-bellied Seasnake,
5221811,2653,Basiliscus galeritus,Western Basilisk,2409
5225357,2647,Trachylepis punctatissima,Montane Speckled Skink,1587
9415528,2646,Holcosus undulatus,Rainbow Ameiva,1500
7890416,2640,Oligosoma polychroma,Southern Grass Skink,1982
5225340,2636,Trachylepis varia,Variable Skink,1757
8257899,2626,Bellatorias major,Land Mullet,1487
5226648,2607,Ophisaurus attenuatus,Slender Glass Lizard,2577
2441350,2607,Crocodylus palustris,Mugger Crocodile,2499
9533689,2576,Chelonoidis carbonarius,Red-footed Tortoise,
5222701,2557,Regina septemvittata,Queen Snake,2517
5959804,2541,Diplodactylus tessellatus,Tesselated Gecko,563
2455975,2505,Contia tenuis,(Common) Sharptail Snake,2297
2443115,2503,Glyptemys insculpta,Wood Turtle,2343
6159197,2497,Lacerta trilineata,Balkan Emerald Lizard,1077
5227194,2484,Cordylus niger,Black Girdled Lizard,1382
2467839,2449,Anolis nebulosus,Clouded Anole,2317
2454880,2443,Fowlea piscator,Asiatic Water Snakes,2192
5221119,2426,Ptyodactylus guttatus,Sinai Fan-fingered Gecko,9
2446976,2424,Phyllurus platurus,Broad-tailed Gecko,1291
2470802,2411,Varanus albigularis,White-throated Monitor,1156
2457647,2406,Thamnophis atratus,Aquatic Garter Snake,2371
9290992,2399,Crotalus pyrrhus,Southwestern Speckled Rattlesnake,
5960884,2378,Vipera seoanei,Seoane’s Viper,536
2469363,2364,Algyroides nigropunctatus,Blue-throated Keeled Lizard,1248
2465860,2353,Tympanocryptis tetraporophora,Eyrean Earless Dragon,437
2468656,2344,Gallotia atlantica,Atlantic Lizard,977
5223629,2340,Pseudaspis cana,Mole Snake,1805
2442394,2340,Kinosternon baurii,Striped Mud Turtle,857
2468999,2339,Podarcis melisellensis,Dalmatian Wall Lizard,1250
2452321,2338,Drymarchon melanurus,Blacktail Cribo,2116
9936019,2338,Ctenophorus spinodomus,Eastern Mallee Dragon,
2451532,2331,Urosaurus nigricauda,Baja California Brush Lizard,
2466852,2326,Bronchocela cristatella,Green Crested Lizard,1798
5843337,2325,Lucasium stenodactylum,Crowned Gecko,
7591588,2316,Carinascincus metallicus,Metallic Cool-skink,985
2465003,2305,Antaresia childreni,Children's Python,703
2455958,2299,Macroprotodon brevis,Iberian False Smooth Snake,252
5225386,2292,Trachylepis capensis,Cape Skink,1478
5226308,2278,Agama agama,Common Agama,974
2441502,2277,Testudo marginata,Marginated Tortoise,877
9195230,2263,Spilotes pullatus,Tropical Rat Snake,1854
2470618,2257,Crotaphytus bicinctores,Mojave Black-collared Lizard,2201
8219807,2255,Trimeresurus albolabris,White-lipped Tree Viper,2213
9258179,2246,Podarcis guadarramae,Guadarrama Wall Lizard,896
2449557,2232,Pseudechis australis,King Brown,664
7670901,2214,Suta flagellum,Little Whip Snake,520
10910391,2208,Heremites vittatus,Bridled Mabuya,1
2456985,2200,Psammodynastes pulverulentus,Common Mock Viper,1523
7721444,2188,Lampropeltis nigra,Black Kingsnake,2060
4821071,2184,Acritoscincus platynotus,Red-throated Cool-skink,770
2468511,2182,Iberolacerta monticola,Iberian Mountain Lizard,646
2465884,2173,Calotes emma,Thailand Bloodsucker,1527
8146604,2168,Ctenotus orientalis,Oriental Ctenotus,630
2472455,2155,Aspidoscelis uniparens,Desert Grassland Whiptail,878
2463946,2149,Anepischetosia maccoyi,Highlands Forest-skink,421
2446569,2148,Rhynchoedura ormsbyi,Eastern Beaked Gecko,311
2457224,2143,Dolichophis caspius,Large Whip Snake,1718
5960584,2136,Plestiodon elegans,Shanghai Elegant Skink,1244
9539019,2115,Microlophus indefatigabilis,Galapagos Lava Lizard,
2453195,2099,Philothamnus semivariegatus,Spotted Bush Snake,1633
2468651,2068,Gallotia stehlini,Gran Canaria Giant Lizard,
2444308,2064,Vipera ammodytes,Sand Viper,1962
2443040,2060,Trachemys venusta,Mesoamerican Slider,
5224262,2054,Virginia valeriae,Smooth Earth Snake,2039
2442447,2052,Kinosternon integrum,Mexican Mud Turtle,1924
2451378,2044,Sceloporus spinosus,Blue-spotted Spiny Lizard [Caeruleopunctatus],2016
2469065,2041,Podarcis tauricus,Crimean Wall Lizard,773
7438822,2039,Aspidoscelis sackii,Giant Spotted Whiptail [Gigas],1329
2472370,2036,Aspidoscelis sonorae,Gila Spotted Whiptail,2018
2472457,2017,Aspidoscelis exsanguis,Chihuahuan Spotted Whiptail,1923
5224631,2006,Conolophus subcristatus,Galapagos Land Iguana,1212
2457921,2000,Boiga kraepelini,Kelung Cat Snake,1958
8681405,2000,Aspidoscelis inornatus,Little Striped Whiptail,485
8007448,1998,Carlia sexdentata,Closed-litter Rainbow-skink,639
2472276,1990,Aspidoscelis tesselatus,Common Checkered Whiptail,1278
10830355,1976,Pholidoscelis exsul,Common Puerto Rican Ameiva,1853
7839029,1974,Eremiascincus isolepis,Northern Bar-lipped Skink,98
2448667,1963,Corytophanes cristatus,Smooth Helmeted Iguana,1790
2462331,1962,Ctenotus taeniatus,Eyrean Ctenotus,285
