species_key,observations_total,scientific_name,common_name,observations_after_assessment_year
12045840,17530,Collybiopsis ramealis,,
2551182,17520,Russula vinosa,Darkening Brittlegill,5004
2527135,17481,Mycena sanguinolenta,Bleeding Bonnet,
2559325,17465,Mortierella gemmifera,,
2607695,17452,Cladonia pyxidata,Pebbled Pixie-cup,
2584521,17438,Trichosporiella multisporum,,
8259749,17432,Protostropharia semiglobata,Dung Roundhead,
5248458,17416,Auriscalpium vulgare,Earpick Fungus,
8980864,17416,Peniophora quercina,Oak Crust,
10770347,17399,Paragymnopus perforans,Piercing Marasmius,
2526842,17311,Mycena vitilis,Snapping Bonnet,
8936224,17256,Calocybe gambosa,St George's Mushroom,6251
2551201,17247,Russula paludosa,Hintapink,6421
7246716,17192,Cladonia macilenta,Lipstick Powderhorn,
12210015,17131,Podofomes mollis,,
5258860,17130,Humaria hemisphaerica,Glazed Cup,
7250766,17128,Pertusaria pertusa,,
2606023,17076,Usnea subfloridana,Nit Beard Lichen,
9186214,17059,Lactarius subdulcis,Mild Milkcap,270
2519457,17042,Xerocomus subtomentosus,"Suede Bolete, Brown And Yellow Bolete, Boring Brown Bolete, Yellow-cracked Bolete",
3434172,16977,Hypocenomyce scalaris,Common Clam Lichen,
2528998,16919,Cortinarius casimirii,,
2529040,16890,Cortinarius violaceus,Violet Webcap,
7246653,16838,Cladonia coccifera,Cup Lichen,
2605831,16754,Vulpicida pinastri,Powdered Sunshine Lichen,
3392646,16745,Lepraria lobificans,Fluffy Dust Lichen,
2551331,16727,Russula delica,Milk White Brittlegill,403
3317061,16717,Panaeolus papilionaceus,Petticoat Mottlegill,
2533359,16623,Stropharia aeruginosa,Verdigris Agaric,
3389383,16594,Sclerophora pallida,,
11260649,16589,Thelephora terrestris,Earth-fan,
11378863,16578,Rhodocollybia asema,,
2551558,16563,Russula queletii,Fruity Brittlegill,
9723190,16547,Neoboletus erythropus,Scarletina Bolete,
2601162,16533,Peltigera praetextata,Scaly Dog-lichen,
5258582,16499,Wilcoxina rehmii,,
8234430,16499,Mycetinis alliaceus,Garlic Parachute,
2551299,16489,Russula claroflava,Yellow Swamp Brittlegill,5153
8301234,16468,Fusarium pseudensiforme,,
8458769,16453,Felipes leucopellaeus,,
5261338,16410,Sphaerophorus globosus,Globe Ball Lichen,
7838425,16355,Lentinus brumalis,Winter Polypore,
8032257,16330,Trametes hirsuta,Hairy Bracket,
12258431,16227,Desarmillaria caespitosa,,
2575291,16186,Diatrype stigma,Common Tarcrust,
2553068,16158,Stereum sanguinolentum,Bleeding Conifer Crust,
5248706,16074,Lactarius glyciosmus,Coconut Milkcap,291
5261529,16025,Chaenotheca subroscida,,
2533043,16000,Hebeloma crustuliniforme,Poisonpie,
3324249,15988,Tricholoma saponaceum,Soapy Knight,
2608594,15980,Protoblastenia rupestris,Orange Dot Lichen,
9117445,15885,Clavulinopsis helvola,Yellow Club,
2534836,15834,Psathyrella piluliformis,Common Stump Brittlestem,
2552308,15823,Peniophora incarnata,Rosy Crust,
5254797,15811,Hypoxylon fuscum,Hazel Woodwart,
8945216,15724,Coprinopsis lagopus,Hare'sfoot Inkcap,
2609193,15673,Hyperphyscia adglutinata,Grainy Shadow-crust Lichen,
9439058,15654,Picipes badius,Bay Polypore,
5955395,15631,Chlorophyllum rhacodes,Shaggy Parasol,
3425456,15606,Rhizocarpon reductum,,
10753511,15594,Lepra albescens,,
5240306,15592,Amanita vaginata,Grisette,
5954691,15577,Boletus reticulatus,Summer Cep,6700
2551173,15572,Russula aeruginea,Green Brittlegill,3179
2550260,15554,Cystostereum murrayi,,
5243458,15533,Agaricus campestris,Field Mushroom,4745
8689016,15521,Sarcoscypha austriaca,Scarlet Elfcup,
7246650,15514,Cladonia squamosa,Dragon Horn,
7453254,15475,Cladonia floerkeana,Gritty British Soldiers Lichen,
4911809,15424,Mycena inclinata,Clustered Bonnet,
2608929,15423,Physcia aipolia,Hoary Rosette Lichen,
7649786,15340,Stereocaulon incrustatum,,
5258337,15335,Chrysothrix candelaris,,
10711935,15307,Glaucomaria carpinea,,
5249216,15266,Gloeophyllum odoratum,Anise Mazegill,
2531088,15257,Clitocybe fragrans,Fragrant Funnel,
2609967,15225,Xanthoria elegans,Elegant Sunburst Lichen,
2551254,15211,Russula fragilis,Fragile Brittlegill,235
2520459,15146,Fomitiporia robusta,Robust Bracket,
8669905,15126,Fomitiporia punctata,Elbowpatch Crust,
5239483,15089,Clathrus archeri,Devil's Fingers,
5237531,15065,Lyomyces sambuci,,
5240994,15020,Crepidotus variabilis,Variable Oysterling,
2536899,14985,Armillaria ostoyae,Dark Honey Fungus,
10894510,14961,Inosperma maculatum,Frosty Fibrecap,
10700730,14951,Hydnoporia tabacina,Willow Glue,
5239963,14948,Scleroderma areolatum,Leopard Earthball,
9171835,14832,Lactarius vietus,Grey Milkcap,225
4911745,14805,Mycena polygramma,Grooved Bonnet,
8146046,14803,Suillus granulatus,Weeping Bolete,6158
2534522,14758,Parasola plicatilis,Pleated Inkcap,
2601182,14747,Nephroma resupinatum,Pimpled Kidney Lichen,
2542720,14712,Climacocystis borealis,,
3346023,14641,Entoloma conferendum,Star Pinkgill,
2601174,14631,Peltigera collina,Gritty Tree Pelt Lichen,
2526548,14629,Pleurotus pulmonarius,Pale Oyster,
5240279,14625,Amanita porphyria,Grey Veiled Amanita,
8871787,14617,Craterellus lutescens,Golden Chanterelle,1411
